P10-stationary Bike1-biopac-01-30-2025.acq
Graph Created on: 2024-08-14 13:19:54.643
Recording on: 2025-01-30 14:37:30.676
8 msec/sample
7 channels
RSP, Y, RSPEC-R
Volts
ECG, X, RSPEC-R
mV
ECG (.05 - 100 Hz, AHA)
mV
ECG R-R
Seconds
Heart Rate
BPM
ECG R wave
mV
Respiration Rate
BPM
milliSec	CH5	CH9	CH40	CH41	CH42	CH43	CH44	
	37501 samples	37501 samples	37501 samples	37501 samples	37501 samples	37501 samples	37501 samples	
11344	-5.97076	0.0827026	-0.051164	0.728	82.4176	0.614929	0	
11352	-5.961	0.0386047	-0.0721058	0.728	82.4176	0.614929	0	
11360	-5.95123	0.0154114	-0.0710826	0.728	82.4176	0.614929	0	
11368	-5.93567	0.193176	-0.0752541	0.728	82.4176	0.614929	0	
11376	-5.92163	0.561523	-0.0750899	0.728	82.4176	0.614929	0	
11384	-5.90698	0.698242	-0.0396599	0.728	82.4176	0.614929	0	
11392	-5.88776	0.506897	-0.0150279	0.728	82.4176	0.614929	0	
11400	-5.87219	0.242157	-0.013432	0.68	88.2353	0.698242	0	
11408	-5.85266	-0.107117	0.00784028	0.68	88.2353	0.698242	0	
11416	-5.83374	-0.263672	0.0335603	0.68	88.2353	0.698242	0	
11424	-5.81329	-0.229645	0.0461231	0.68	88.2353	0.698242	0	
11432	-5.79132	-0.150146	0.0486227	0.68	88.2353	0.698242	0	
11440	-5.76904	-0.0640869	0.0454734	0.68	88.2353	0.698242	0	
11448	-5.74768	-0.0439453	0.0482906	0.68	88.2353	0.698242	0	
11456	-5.72449	-0.052948	0.0691437	0.68	88.2353	0.698242	0	
11464	-5.70038	-0.0706482	0.0501866	0.68	88.2353	0.698242	0	
11472	-5.67871	-0.0753784	0.0289843	0.68	88.2353	0.698242	0	
11480	-5.65552	-0.0831604	0.00930564	0.68	88.2353	0.698242	0	
11488	-5.63171	-0.0831604	0.00652522	0.68	88.2353	0.698242	0	
11496	-5.6076	-0.0761414	-0.0250444	0.68	88.2353	0.698242	0	
11504	-5.58502	-0.0585938	-0.0436323	0.68	88.2353	0.698242	0	
11512	-5.56183	-0.0244141	-0.0494774	0.68	88.2353	0.698242	0	
11520	-5.53711	0.0170898	-0.0510129	0.68	88.2353	0.698242	0	
11528	-5.51422	0.0605774	-0.037184	0.68	88.2353	0.698242	0	
11536	-5.49164	0.0975037	-0.00650275	0.68	88.2353	0.698242	0	
11544	-5.46844	0.124969	-0.0150292	0.68	88.2353	0.698242	0	
11552	-5.44342	0.13855	-0.0397218	0.68	88.2353	0.698242	0	
11560	-5.42053	0.136261	-0.0328799	0.68	88.2353	0.698242	0	
11568	-5.39825	0.129547	0.0111488	0.68	88.2353	0.698242	0	
11576	-5.37506	0.119324	0.00581903	0.68	88.2353	0.698242	0	
11584	-5.35065	0.104065	0.000528283	0.68	88.2353	0.698242	0	
11592	-5.32928	0.0823975	0.00234249	0.68	88.2353	0.698242	0	
11600	-5.3067	0.0552368	0.0266312	0.68	88.2353	0.698242	0	
11608	-5.28473	0.0247192	0.0411311	0.68	88.2353	0.698242	0	
11616	-5.26123	-0.0317383	0.0640434	0.68	88.2353	0.698242	0	
11624	-5.24017	-0.0756836	0.076616	0.68	88.2353	0.698242	0	
11632	-5.21729	-0.109253	0.0549497	0.68	88.2353	0.698242	0	
11640	-5.19653	-0.136871	0.0376479	0.68	88.2353	0.698242	0	
11648	-5.17395	-0.176849	-0.00035101	0.68	88.2353	0.698242	0	
11656	-5.15503	-0.239563	-0.020635	0.68	88.2353	0.698242	0	
11664	-5.13397	-0.251617	-0.0479392	0.68	88.2353	0.698242	0	
11672	-5.11536	-0.244904	-0.0867597	0.68	88.2353	0.698242	0	
11680	-5.09583	-0.239563	-0.0655741	0.68	88.2353	0.698242	0	
11688	-5.07843	-0.249023	-0.0271321	0.68	88.2353	0.698242	0	
11696	-5.05981	-0.253601	-0.0242603	0.68	88.2353	0.698242	0	
11704	-5.0415	-0.290527	-0.00785285	0.68	88.2353	0.698242	0	
11712	-5.02563	-0.259094	-0.0203382	0.68	88.2353	0.698242	0	
11720	-5.00946	-0.220184	-0.0525973	0.68	88.2353	0.698242	0	
11728	-4.99268	-0.185852	-0.0977043	0.68	88.2353	0.698242	0	
11736	-4.9765	-0.163116	-0.0623839	0.68	88.2353	0.698242	0	
11744	-4.96216	-0.144348	-0.0918727	0.68	88.2353	0.698242	0	
11752	-4.94995	-0.103302	-0.183448	0.68	88.2353	0.698242	0	
11760	-4.93683	-0.0535583	-0.0266945	0.68	88.2353	0.698242	0	
11768	-4.92371	0.000915527	0.450993	0.68	88.2353	0.698242	0	
11776	-4.91272	0.0453186	0.594777	0.68	88.2353	0.698242	0	
11784	-4.90295	0.0827026	0.341209	0.68	88.2353	0.698242	0	
11792	-4.88922	0.11261	0.149869	0.68	88.2353	0.698242	0	
11800	-4.87976	0.119476	-0.193358	0.68	88.2353	0.698242	0	
11808	-4.87183	0.107727	-0.310493	0.68	88.2353	0.698242	0	
11816	-4.86359	0.0889587	-0.238483	0.68	88.2353	0.698242	0	
11824	-4.85382	0.0762939	-0.167492	0.68	88.2353	0.698242	0	
11832	-4.84863	0.0506592	-0.0579512	0.68	88.2353	0.698242	0	
11840	-4.83978	0.0419617	-0.0148509	0.68	88.2353	0.698242	0	
11848	-4.83398	0.0654602	0.000621599	0.68	88.2353	0.698242	0	
11856	-4.82941	0.09552	-0.0139208	0.68	88.2353	0.698242	0	
11864	-4.82483	0.117798	-0.0221512	0.68	88.2353	0.698242	0	
11872	-4.82422	0.13916	-0.0394303	0.68	88.2353	0.698242	0	
11880	-4.81842	0.183868	-0.0384661	0.68	88.2353	0.698242	0	
11888	-4.81445	0.244446	-0.0350926	0.68	88.2353	0.698242	0	
11896	-4.81445	0.305328	-0.0359937	0.68	88.2353	0.698242	0	
11904	-4.81384	0.299683	-0.0245897	0.68	88.2353	0.698242	0	
11912	-4.81018	0.268555	-0.00343482	0.68	88.2353	0.698242	0	
11920	-4.80927	0.229645	0.0274405	0.68	88.2353	0.698242	0	
11928	-4.80957	0.170288	0.0516436	0.68	88.2353	0.698242	0	
11936	-4.80927	0.106812	0.0640543	0.68	88.2353	0.698242	0	
11944	-4.80927	0.038147	0.0632423	0.68	88.2353	0.698242	0	
11952	-4.80957	0.00442505	0.0524993	0.68	88.2353	0.698242	0	
11960	-4.81445	-0.019989	0.0516752	0.68	88.2353	0.698242	0	
11968	-4.81476	-0.0372314	0.0515078	0.68	88.2353	0.698242	0	
11976	-4.81903	-0.0396729	0.0431008	0.68	88.2353	0.698242	0	
11984	-4.81903	-0.0102234	0.030579	0.68	88.2353	0.698242	0	
11992	-4.82391	0.0186157	0.0265852	0.68	88.2353	0.698242	0	
12000	-4.82635	0.0404358	0.0353063	0.68	88.2353	0.698242	0	
12008	-4.82971	0.0462341	-0.00172841	0.68	88.2353	0.698242	0	
12016	-4.83459	0.0062561	-0.0204737	0.68	88.2353	0.698242	0	
12024	-4.83948	0.000915527	-0.0243616	0.68	88.2353	0.698242	0	
12032	-4.84375	0.211182	-0.0118749	0.68	88.2353	0.698242	0	
12040	-4.84802	0.573273	-0.0169207	0.68	88.2353	0.698242	0	
12048	-4.85107	0.630188	-0.0741422	0.68	88.2353	0.698242	0	
12056	-4.85565	0.380554	-0.055273	0.664	90.3614	0.630188	0	
12064	-4.86053	0.0697327	-0.0268102	0.664	90.3614	0.630188	0	
12072	-4.86542	-0.286865	-0.0117416	0.664	90.3614	0.630188	0	
12080	-4.87305	-0.43045	-0.0181086	0.664	90.3614	0.630188	0	
12088	-4.87793	-0.366821	-0.00751509	0.664	90.3614	0.630188	0	
12096	-4.88403	-0.285645	-0.0747314	0.664	90.3614	0.630188	0	
12104	-4.888	-0.232086	-0.035988	0.664	90.3614	0.630188	0	
12112	-4.89319	-0.202026	-0.00893756	0.664	90.3614	0.630188	0	
12120	-4.89807	-0.177612	0.00261307	0.664	90.3614	0.630188	0	
12128	-4.90723	-0.144653	-0.00131641	0.664	90.3614	0.630188	0	
12136	-4.91241	-0.126953	-0.010978	0.664	90.3614	0.630188	0	
12144	-4.92035	-0.108032	0.0108766	0.664	90.3614	0.630188	0	
12152	-4.92767	-0.10025	0.0316738	0.664	90.3614	0.630188	0	
12160	-4.93652	-0.0909424	0.0542163	0.664	90.3614	0.630188	0	
12168	-4.94171	-0.0610352	0.0642659	0.664	90.3614	0.630188	0	
12176	-4.95178	-0.0193787	0.0749271	0.664	90.3614	0.630188	0	
12184	-4.96246	0.0146484	0.0843779	0.664	90.3614	0.630188	0	
12192	-4.97131	0.0442505	0.0618316	0.664	90.3614	0.630188	0	
12200	-4.98169	0.0753784	0.0202346	0.664	90.3614	0.630188	0	
12208	-4.99054	0.0967407	-0.0173484	0.664	90.3614	0.630188	0	
12216	-5.00488	0.117645	-0.0351455	0.664	90.3614	0.630188	0	
12224	-5.01556	0.129242	-0.0859645	0.664	90.3614	0.630188	0	
12232	-5.02655	0.128632	-0.11684	0.664	90.3614	0.630188	0	
12240	-5.04059	0.0949097	-0.0929263	0.664	90.3614	0.630188	0	
12248	-5.05402	0.0758362	-0.0587223	0.664	90.3614	0.630188	0	
12256	-5.06683	0.0602722	-0.0426872	0.664	90.3614	0.630188	0	
12264	-5.07965	0.0335693	-0.0358415	0.664	90.3614	0.630188	0	
12272	-5.09399	0.00946045	0.0090993	0.664	90.3614	0.630188	0	
12280	-5.11108	-0.0105286	0.084052	0.664	90.3614	0.630188	0	
12288	-5.12543	-0.0334167	0.170265	0.664	90.3614	0.630188	0	
12296	-5.14221	-0.055542	0.147533	0.664	90.3614	0.630188	0	
12304	-5.15808	-0.0811768	0.108453	0.664	90.3614	0.630188	0	
12312	-5.17303	-0.106659	0.0895769	0.664	90.3614	0.630188	0	
12320	-5.18982	-0.130005	0.0507078	0.664	90.3614	0.630188	0	
12328	-5.20721	-0.161591	-0.00177356	0.664	90.3614	0.630188	0	
12336	-5.22156	-0.20874	-0.0881196	0.664	90.3614	0.630188	0	
12344	-5.23773	-0.254669	-0.122356	0.664	90.3614	0.630188	0	
12352	-5.25146	-0.276337	-0.137349	0.664	90.3614	0.630188	0	
12360	-5.26855	-0.248108	-0.136728	0.664	90.3614	0.630188	0	
12368	-5.28259	-0.188293	-0.132114	0.664	90.3614	0.630188	0	
12376	-5.29633	-0.137024	-0.110016	0.664	90.3614	0.630188	0	
12384	-5.31067	-0.0875854	-0.108363	0.664	90.3614	0.630188	0	
12392	-5.32501	-0.0630188	-0.0778778	0.664	90.3614	0.630188	0	
12400	-5.33936	-0.0349426	-0.0122959	0.664	90.3614	0.630188	0	
12408	-5.35004	-0.0126648	-0.0389084	0.664	90.3614	0.630188	0	
12416	-5.36377	-0.0144958	-0.110112	0.664	90.3614	0.630188	0	
12424	-5.37445	-0.0361633	0.101585	0.664	90.3614	0.630188	0	
12432	-5.38544	-0.0334167	0.587309	0.664	90.3614	0.630188	0	
12440	-5.39856	-0.0196838	0.63068	0.664	90.3614	0.630188	0	
12448	-5.40955	-0.0267029	0.334585	0.664	90.3614	0.630188	0	
12456	-5.41901	-0.0218201	0.101033	0.664	90.3614	0.630188	0	
12464	-5.42847	0.0224304	-0.251735	0.664	90.3614	0.630188	0	
12472	-5.43823	0.0509644	-0.368004	0.664	90.3614	0.630188	0	
12480	-5.44769	0.104218	-0.25879	0.664	90.3614	0.630188	0	
12488	-5.45349	0.131378	-0.184887	0.664	90.3614	0.630188	0	
12496	-5.46356	0.146942	-0.131461	0.664	90.3614	0.630188	0	
12504	-5.46997	0.148926	-0.0769963	0.664	90.3614	0.630188	0	
12512	-5.47821	0.132141	-0.0324996	0.664	90.3614	0.630188	0	
12520	-5.48462	0.113678	0.000845889	0.664	90.3614	0.630188	0	
12528	-5.49316	0.0892639	-0.0078709	0.664	90.3614	0.630188	0	
12536	-5.49835	0.0532532	0.00197588	0.664	90.3614	0.630188	0	
12544	-5.50659	0.0169373	0.00403927	0.664	90.3614	0.630188	0	
12552	-5.5127	-0.0193787	-0.00272416	0.664	90.3614	0.630188	0	
12560	-5.51758	-0.0585938	0.00370923	0.664	90.3614	0.630188	0	
12568	-5.52277	-0.0862122	0.0174204	0.664	90.3614	0.630188	0	
12576	-5.52795	-0.085144	0.0220263	0.664	90.3614	0.630188	0	
12584	-5.53192	-0.078125	0.0319015	0.664	90.3614	0.630188	0	
12592	-5.53711	-0.0662231	0.0504971	0.664	90.3614	0.630188	0	
12600	-5.54169	-0.0457764	0.0484021	0.664	90.3614	0.630188	0	
12608	-5.54657	-0.0296021	0.0511595	0.664	90.3614	0.630188	0	
12616	-5.55237	-0.0267029	0.0546313	0.664	90.3614	0.630188	0	
12624	-5.55237	-0.0291443	0.0587147	0.664	90.3614	0.630188	0	
12632	-5.55756	-0.0314331	0.0152486	0.664	90.3614	0.630188	0	
12640	-5.55695	-0.0494385	0.00927286	0.664	90.3614	0.630188	0	
12648	-5.56183	-0.0666809	0.0126763	0.664	90.3614	0.630188	0	
12656	-5.56152	-0.0660706	-0.00383014	0.664	90.3614	0.630188	0	
12664	-5.56183	-0.0656128	-0.0107638	0.664	90.3614	0.630188	0	
12672	-5.56213	-0.06073	-0.00422842	0.664	90.3614	0.630188	0	
12680	-5.56213	-0.0370789	0.000283593	0.664	90.3614	0.630188	0	
12688	-5.56152	-0.0201416	0.00643538	0.664	90.3614	0.630188	0	
12696	-5.55634	0.00564575	0.00191704	0.664	90.3614	0.630188	0	
12704	-5.55634	0.0242615	-0.0057025	0.664	90.3614	0.630188	0	
12712	-5.55145	0.0326538	-0.0063656	0.664	90.3614	0.630188	0	
12720	-5.55176	0.0288391	-0.0143535	0.664	90.3614	0.630188	0	
12728	-5.54718	0.0196838	-0.0474992	0.664	90.3614	0.630188	0	
12736	-5.5423	0.00762939	-0.0890077	0.664	90.3614	0.630188	0	
12744	-5.5365	-0.0151062	-0.113968	0.664	90.3614	0.630188	0	
12752	-5.52856	-0.0785828	-0.0809303	0.664	90.3614	0.630188	0	
12760	-5.52216	-0.153656	-0.0173219	0.664	90.3614	0.630188	0	
12768	-5.51727	-0.0575256	0.0172609	0.664	90.3614	0.630188	0	
12776	-5.50751	0.290222	0.0536938	0.664	90.3614	0.630188	0	
12784	-5.50201	0.649414	0.0521498	0.664	90.3614	0.630188	0	
12792	-5.49316	0.492554	0.0676374	0.664	90.3614	0.630188	0	
12800	-5.48645	0.264435	0.0792525	0.736	81.5217	0.649414	0	
12808	-5.47821	-0.100861	0.0501236	0.736	81.5217	0.649414	0	
12816	-5.46783	-0.367889	-0.0120967	0.736	81.5217	0.649414	0	
12824	-5.45868	-0.35614	-0.0227001	0.736	81.5217	0.649414	0	
12832	-5.45227	-0.263672	-0.0137395	0.736	81.5217	0.649414	0	
12840	-5.44403	-0.193176	-0.052636	0.736	81.5217	0.649414	0	
12848	-5.43365	-0.134125	-0.076201	0.736	81.5217	0.649414	0	
12856	-5.41962	-0.0463867	-0.0302758	0.736	81.5217	0.649414	0	
12864	-5.40924	-0.0210571	-0.0232204	0.736	81.5217	0.649414	0	
12872	-5.40375	0.00320435	0.0326027	0.736	81.5217	0.649414	0	
12880	-5.39429	0.0273132	0.0470394	0.736	81.5217	0.649414	0	
12888	-5.38452	0.0466919	0.0593968	0.736	81.5217	0.649414	0	
12896	-5.37994	0.0804138	0.0679248	0.736	81.5217	0.649414	0	
12904	-5.36926	0.102997	0.0553676	0.736	81.5217	0.649414	0	
12912	-5.36346	0.131531	0.0469319	0.736	81.5217	0.649414	0	
12920	-5.35461	0.168915	0.031277	0.736	81.5217	0.649414	0	
12928	-5.34882	0.19104	0.00100095	0.736	81.5217	0.649414	0	
12936	-5.34058	0.207062	-0.0187498	0.736	81.5217	0.649414	0	
12944	-5.33539	0.219879	-0.0334815	0.736	81.5217	0.649414	0	
12952	-5.32562	0.214539	-0.0615305	0.736	81.5217	0.649414	0	
12960	-5.32043	0.202179	-0.0830321	0.736	81.5217	0.649414	0	
12968	-5.31555	0.21225	-0.063373	0.736	81.5217	0.649414	0	
12976	-5.30945	0.239105	-0.0422834	0.736	81.5217	0.649414	0	
12984	-5.30121	0.222321	-0.0189478	0.736	81.5217	0.649414	0	
12992	-5.29663	0.208893	0.0136961	0.736	81.5217	0.649414	0	
13000	-5.2951	0.192261	0.0338029	0.736	81.5217	0.649414	0	
13008	-5.29053	0.156555	0.0337972	0.736	81.5217	0.649414	0	
13016	-5.28625	0.134125	0.0372944	0.736	81.5217	0.649414	0	
13024	-5.28595	0.109406	0.0497522	0.736	81.5217	0.649414	0	
13032	-5.28198	0.0564575	0.0248528	0.736	81.5217	0.649414	0	
13040	-5.28137	0.00457764	-0.0114767	0.736	81.5217	0.649414	0	
13048	-5.28137	-0.0263977	-0.0171817	0.736	81.5217	0.649414	0	
13056	-5.28137	-0.045929	-0.0196151	0.736	81.5217	0.649414	0	
13064	-5.27954	-0.0737	-0.0175831	0.736	81.5217	0.649414	0	
13072	-5.27649	-0.105896	-0.000108732	0.736	81.5217	0.649414	0	
13080	-5.28137	-0.131226	-0.0184726	0.736	81.5217	0.649414	0	
13088	-5.28076	-0.146484	-0.014497	0.736	81.5217	0.649414	0	
13096	-5.28168	-0.144806	0.00573673	0.736	81.5217	0.649414	0	
13104	-5.28137	-0.131989	0.02609	0.736	81.5217	0.649414	0	
13112	-5.28168	-0.123901	0.00692625	0.736	81.5217	0.649414	0	
13120	-5.28625	-0.125122	-0.0459934	0.736	81.5217	0.649414	0	
13128	-5.28534	-0.115204	-0.0807147	0.736	81.5217	0.649414	0	
13136	-5.29053	-0.107727	-0.0624984	0.736	81.5217	0.649414	0	
13144	-5.29083	-0.110016	-0.0831608	0.736	81.5217	0.649414	0	
13152	-5.29663	-0.126648	-0.206748	0.736	81.5217	0.649414	0	
13160	-5.29663	-0.131683	-0.170539	0.736	81.5217	0.649414	0	
13168	-5.3009	-0.142059	0.232541	0.736	81.5217	0.649414	0	
13176	-5.3064	-0.136566	0.718609	0.736	81.5217	0.649414	0	
13184	-5.31128	-0.115356	0.424413	0.736	81.5217	0.649414	0	
13192	-5.31586	-0.107269	0.255995	0.736	81.5217	0.649414	0	
13200	-5.32104	-0.109863	-0.0933217	0.736	81.5217	0.649414	0	
13208	-5.32532	-0.112457	-0.368723	0.736	81.5217	0.649414	0	
13216	-5.33051	-0.117188	-0.298315	0.736	81.5217	0.649414	0	
13224	-5.33508	-0.127716	-0.207774	0.736	81.5217	0.649414	0	
13232	-5.34058	-0.128784	-0.178076	0.736	81.5217	0.649414	0	
13240	-5.34668	-0.106659	-0.125181	0.736	81.5217	0.649414	0	
13248	-5.35553	-0.0975037	0.013553	0.736	81.5217	0.649414	0	
13256	-5.3595	-0.0997925	0.0190604	0.736	81.5217	0.649414	0	
13264	-5.36926	-0.0971985	0.00945285	0.736	81.5217	0.649414	0	
13272	-5.37628	-0.0706482	0.00657209	0.736	81.5217	0.649414	0	
13280	-5.38452	-0.0364685	0.00943992	0.736	81.5217	0.649414	0	
13288	-5.39429	-0.0177002	0.041113	0.736	81.5217	0.649414	0	
13296	-5.40436	0.000610352	0.0339893	0.736	81.5217	0.649414	0	
13304	-5.41412	0.0416565	0.024737	0.736	81.5217	0.649414	0	
13312	-5.42847	0.0830078	0.0362233	0.736	81.5217	0.649414	0	
13320	-5.43884	0.121307	0.0334213	0.736	81.5217	0.649414	0	
13328	-5.4538	0.131531	0.0351872	0.736	81.5217	0.649414	0	
13336	-5.46539	0.1297	0.0411302	0.736	81.5217	0.649414	0	
13344	-5.47821	0.110321	0.0163121	0.736	81.5217	0.649414	0	
13352	-5.495	0.0971985	-0.0192633	0.736	81.5217	0.649414	0	
13360	-5.50934	0.0956726	-0.00695862	0.736	81.5217	0.649414	0	
13368	-5.52704	0.0845337	0.0448717	0.736	81.5217	0.649414	0	
13376	-5.54382	0.072937	0.0212953	0.736	81.5217	0.649414	0	
13384	-5.56183	0.0849915	0.0203187	0.736	81.5217	0.649414	0	
13392	-5.58319	0.085144	0.0267147	0.736	81.5217	0.649414	0	
13400	-5.60303	0.0900269	0.00319014	0.736	81.5217	0.649414	0	
13408	-5.62561	0.070343	0.0121935	0.736	81.5217	0.649414	0	
13416	-5.64697	0.0468445	0.0249872	0.736	81.5217	0.649414	0	
13424	-5.67017	0.0212097	-0.00998169	0.736	81.5217	0.649414	0	
13432	-5.69427	-0.00534058	-0.0411253	0.736	81.5217	0.649414	0	
13440	-5.71869	-0.0180054	-0.0384055	0.736	81.5217	0.649414	0	
13448	-5.74341	-0.0335693	-0.0235022	0.736	81.5217	0.649414	0	
13456	-5.76843	-0.0517273	-0.0299315	0.736	81.5217	0.649414	0	
13464	-5.79346	-0.0706482	-0.0447194	0.736	81.5217	0.649414	0	
13472	-5.8197	-0.0630188	-0.0491282	0.736	81.5217	0.649414	0	
13480	-5.84595	-0.0559998	-0.0468537	0.736	81.5217	0.649414	0	
13488	-5.87067	-0.0538635	-0.0293525	0.736	81.5217	0.649414	0	
13496	-5.89661	-0.0494385	-0.00265131	0.736	81.5217	0.649414	0	
13504	-5.92133	-0.0219727	0.0117293	0.736	81.5217	0.649414	0	
13512	-5.94788	0.00259399	0.009647	0.736	81.5217	0.649414	0	
13520	-5.97198	0.00747681	0.0301096	0.736	81.5217	0.649414	0	
13528	-5.99731	0.00488281	0.0442362	0.736	81.5217	0.649414	0	
13536	-6.02203	0.0239563	0.0409356	0.736	81.5217	0.649414	0	
13544	-6.04462	0.0491333	0.0156839	0.736	81.5217	0.649414	0	
13552	-6.06903	0.0805664	0.0178851	0.736	81.5217	0.649414	0	
13560	-6.091	0.124359	0.00340879	0.736	81.5217	0.649414	0	
13568	-6.11328	0.131683	0.00612248	0.736	81.5217	0.649414	0	
13576	-6.13525	0.104218	0.0287204	0.736	81.5217	0.649414	0	
13584	-6.15387	0.0979614	0.0265901	0.736	81.5217	0.649414	0	
13592	-6.17676	0.0756836	0.0154405	0.736	81.5217	0.649414	0	
13600	-6.19385	0.0500488	0.0149737	0.736	81.5217	0.649414	0	
13608	-6.21185	0.0166321	0.00913143	0.736	81.5217	0.649414	0	
13616	-6.23138	-0.0219727	-0.0191767	0.736	81.5217	0.649414	0	
13624	-6.24573	-0.0512695	-0.0385653	0.736	81.5217	0.649414	0	
13632	-6.2619	-0.0679016	-0.0137049	0.736	81.5217	0.649414	0	
13640	-6.27563	-0.065155	-0.0125533	0.736	81.5217	0.649414	0	
13648	-6.28571	-0.0506592	-0.0360664	0.736	81.5217	0.649414	0	
13656	-6.29608	-0.0216675	-0.0581819	0.736	81.5217	0.649414	0	
13664	-6.30554	0.00640869	-0.0416591	0.736	81.5217	0.649414	0	
13672	-6.31409	0.0440979	-0.0140837	0.736	81.5217	0.649414	0	
13680	-6.32019	0.0582886	-0.0180078	0.736	81.5217	0.649414	0	
13688	-6.32599	0.075531	-0.0262873	0.736	81.5217	0.649414	0	
13696	-6.32507	0.0756836	0.00345809	0.736	81.5217	0.649414	0	
13704	-6.33057	0.0706482	0.030027	0.736	81.5217	0.649414	0	
13712	-6.33026	0.0730896	0.0590641	0.736	81.5217	0.649414	0	
13720	-6.33057	0.0531006	0.0523004	0.736	81.5217	0.649414	0	
13728	-6.32507	0.0312805	0.0432543	0.736	81.5217	0.649414	0	
13736	-6.32538	0.0326538	0.0124612	0.736	81.5217	0.649414	0	
13744	-6.32111	0.019989	-0.00224069	0.736	81.5217	0.649414	0	
13752	-6.31561	-0.00198364	0.00542269	0.736	81.5217	0.649414	0	
13760	-6.30585	-0.0244141	-0.00729402	0.736	81.5217	0.649414	0	
13768	-6.30096	-0.0610352	-0.0226011	0.736	81.5217	0.649414	0	
13776	-6.29089	-0.065918	0.00713585	0.736	81.5217	0.649414	0	
13784	-6.28113	-0.0610352	0.0138734	0.736	81.5217	0.649414	0	
13792	-6.27106	-0.0862122	0.0377006	0.736	81.5217	0.649414	0	
13800	-6.25732	-0.092926	0.0249887	0.736	81.5217	0.649414	0	
13808	-6.24634	-0.0883484	0.0149582	0.736	81.5217	0.649414	0	
13816	-6.23199	-0.0831604	0.00318961	0.736	81.5217	0.649414	0	
13824	-6.21826	-0.0689697	-0.0144564	0.736	81.5217	0.649414	0	
13832	-6.20514	-0.0585938	-0.00994953	0.736	81.5217	0.649414	0	
13840	-6.19049	-0.0605774	-0.0158002	0.736	81.5217	0.649414	0	
13848	-6.17371	-0.0830078	-0.0317241	0.736	81.5217	0.649414	0	
13856	-6.15784	-0.127716	-0.0560068	0.736	81.5217	0.649414	0	
13864	-6.14319	-0.0332642	-0.0352488	0.736	81.5217	0.649414	0	
13872	-6.12671	0.307312	-0.0237775	0.736	81.5217	0.649414	0	
13880	-6.1084	0.679016	-0.0306506	0.736	81.5217	0.649414	0	
13888	-6.09192	0.588074	-0.0420638	0.736	81.5217	0.649414	0	
13896	-6.07452	0.354004	-0.0134522	1.096	54.7445	0.649414	0	
13904	-6.05621	0.0186157	0.0109448	1.096	54.7445	0.679016	0	
13912	-6.0379	-0.276794	0.00367655	1.096	54.7445	0.679016	0	
13920	-6.01746	-0.342102	-0.0139907	1.096	54.7445	0.679016	0	
13928	-5.99854	-0.268402	0.0048332	1.096	54.7445	0.679016	0	
13936	-5.9787	-0.211945	0.0210322	1.096	54.7445	0.679016	0	
13944	-5.95917	-0.190125	0.0409347	1.096	54.7445	0.679016	0	
13952	-5.93903	-0.166626	0.0938789	1.096	54.7445	0.679016	0	
13960	-5.9198	-0.15152	0.0960119	1.096	54.7445	0.679016	0	
13968	-5.89996	-0.141449	0.0503004	1.096	54.7445	0.679016	0	
13976	-5.87738	-0.134735	0.0580185	1.096	54.7445	0.679016	0	
13984	-5.85815	-0.115509	0.0364043	1.096	54.7445	0.679016	0	
13992	-5.83832	-0.102692	0.0113466	1.096	54.7445	0.679016	0	
14000	-5.81818	-0.0883484	-0.0221815	1.096	54.7445	0.679016	0	
14008	-5.79803	-0.0738525	-0.06111	1.096	54.7445	0.679016	0	
14016	-5.7785	-0.050354	-0.0859352	1.096	54.7445	0.679016	0	
14024	-5.75684	-0.0146484	-0.0999299	1.096	54.7445	0.679016	0	
14032	-5.7373	0.0517273	-0.0937313	1.096	54.7445	0.679016	0	
14040	-5.71564	0.126343	-0.0804786	1.096	54.7445	0.679016	0	
14048	-5.6958	0.17868	-0.0494317	1.096	54.7445	0.679016	0	
14056	-5.67566	0.229645	-0.024541	1.096	54.7445	0.679016	0	
14064	-5.65582	0.252228	0.0230622	1.096	54.7445	0.679016	0	
14072	-5.63599	0.248566	0.0331217	1.096	54.7445	0.679016	0	
14080	-5.61554	0.198059	0.0594964	1.096	54.7445	0.679016	0	
14088	-5.5957	0.126495	0.0588834	1.096	54.7445	0.679016	0	
14096	-5.57434	0.0680542	0.053737	1.096	54.7445	0.679016	0	
14104	-5.55542	0.0308228	0.0716835	1.096	54.7445	0.679016	0	
14112	-5.53711	0.0169373	0.0533359	1.096	54.7445	0.679016	0	
14120	-5.51758	0.0140381	0.0332595	1.096	54.7445	0.679016	0	
14128	-5.49774	0.00961304	0.0532301	1.096	54.7445	0.679016	0	
14136	-5.47913	0.0170898	0.0404058	1.096	54.7445	0.679016	0	
14144	-5.46234	0.0390625	0.0163811	1.096	54.7445	0.679016	0	
14152	-5.44342	0.0506592	0.00559347	1.096	54.7445	0.679016	0	
14160	-5.42725	0.00946045	-0.0319176	1.096	54.7445	0.679016	0	
14168	-5.40955	-0.022583	-0.0257598	1.096	54.7445	0.679016	0	
14176	-5.39368	-0.0315857	-0.0235579	1.096	54.7445	0.679016	0	
14184	-5.37598	-0.0360107	-0.0828548	1.096	54.7445	0.679016	0	
14192	-5.36072	-0.0405884	-0.0865116	1.096	54.7445	0.679016	0	
14200	-5.34546	-0.0175476	-0.0624484	1.096	54.7445	0.679016	0	
